,Air Fry,Convection,Griddle,Self Clean,Smart enabled,Steam Clean,WiFi
4387,1,1,1,0,0,1,1
4388,1,1,1,1,1,1,1
4389,1,1,0,0,1,1,0
4390,0,1,1,1,0,1,1
4391,1,1,1,1,0,0,1
4392,1,0,1,0,1,1,0
4393,0,1,1,1,1,0,0
4394,1,1,0,0,1,1,1
4395,1,0,0,0,0,1,0
4396,0,1,1,0,0,0,0
4397,0,1,0,0,1,1,0
4398,0,0,0,1,0,1,0
4399,1,0,1,0,1,1,0
4400,0,1,1,0,0,1,0
4401,0,1,0,1,0,1,1
4402,1,1,0,0,0,1,1
4403,1,1,0,1,0,1,0
4404,1,1,0,0,1,1,0
4405,0,0,1,0,0,1,1
4406,1,1,0,0,0,0,0
4407,1,1,1,0,1,1,0
4408,1,1,1,1,0,0,0
4409,1,0,1,1,0,0,0
4410,0,0,0,1,0,1,0
4411,0,1,0,1,1,0,0
4412,0,0,1,1,1,0,1
4413,1,1,1,1,1,1,1
4414,1,0,0,1,1,1,1
4415,0,0,1,0,1,0,0
4416,1,1,1,0,1,1,1
4417,1,1,0,0,1,1,0
4418,0,1,0,0,1,1,1
4419,0,1,0,0,0,1,0
4420,0,0,0,1,0,0,0
4421,0,1,1,1,0,0,1
4422,0,0,1,1,0,1,1
4423,1,1,1,0,1,1,0
4424,1,0,1,1,1,1,1
4425,0,1,1,1,0,0,0
4426,1,0,1,0,1,1,0
4427,0,1,0,1,0,1,0
4428,1,0,1,0,1,1,0
4429,1,0,1,1,1,0,1
4430,1,1,0,0,0,1,0
4431,1,0,0,0,0,1,1
4432,0,1,0,1,1,1,0
4433,1,0,1,0,1,1,1
4434,1,0,0,0,1,0,0
4435,1,0,1,1,1,0,0
4436,1,1,1,0,1,1,1
4437,0,1,0,0,1,1,1
4438,1,0,1,0,1,0,1
4439,1,1,0,0,0,0,0
4440,0,1,1,0,1,1,1
4441,0,1,0,0,1,0,0
4442,0,0,0,0,1,0,1
4443,1,1,0,1,1,1,0
4444,0,0,0,1,1,0,0
4445,0,1,0,0,0,0,1
4446,0,0,0,0,1,1,1
4447,0,1,0,1,1,1,0
4448,0,0,0,1,1,1,1
4449,0,0,1,1,1,1,0
4450,0,1,1,1,1,0,0
4451,0,0,0,1,1,1,1
4452,1,0,0,0,0,1,1
4453,1,0,0,1,0,0,1
4454,0,1,1,0,0,0,1
4455,1,1,0,1,0,0,1
4456,1,1,1,1,0,1,1
4457,0,1,0,0,1,0,0
4458,1,1,1,1,1,1,1
4459,0,0,0,0,1,1,0
4460,0,0,0,0,1,0,0
4461,1,0,1,0,0,0,1
4462,0,1,1,0,1,1,1
4463,1,0,1,1,0,0,0
4464,0,0,0,1,0,0,0
4465,0,1,0,0,1,1,1
4466,0,1,1,0,0,0,0
4467,0,1,1,0,1,1,1
4468,0,0,0,0,1,1,0
4469,1,0,0,1,1,1,0
4470,1,0,1,1,1,0,1
4471,0,0,1,0,0,0,1
4472,0,0,0,1,0,1,1
4473,0,1,1,1,0,1,0
4474,1,1,1,1,1,1,1
4475,0,0,1,0,0,1,0
4476,1,0,0,0,1,1,0
4477,0,0,0,1,0,0,0
4478,0,0,0,1,0,1,0
4479,0,0,1,1,1,0,0
4480,1,1,1,0,1,0,0
4481,1,0,1,0,1,1,1
4482,0,1,0,0,1,1,1
4483,0,0,0,1,1,1,1
4484,1,1,0,1,0,0,1
4485,0,0,0,1,1,1,0
4486,0,1,0,0,1,1,1
4487,0,0,0,0,1,0,1
4488,0,0,0,0,1,0,1
4489,0,1,0,0,0,0,1
4490,0,0,0,1,0,0,0
4491,0,0,1,1,0,0,0
4492,1,1,1,1,1,1,1
4493,0,0,1,1,0,0,0
4494,1,1,0,1,1,1,1
4495,1,1,0,0,0,1,1
4496,1,1,1,1,1,1,1
4497,1,1,1,1,1,1,1
4498,0,1,0,0,1,0,1
4499,1,1,1,0,0,1,0
4500,0,0,0,1,0,0,1
4501,0,0,0,0,1,1,0
4502,0,0,1,1,1,0,1
4503,0,1,1,1,0,1,1
4504,1,0,0,0,0,0,0
4505,0,1,1,1,1,0,0
4506,1,0,0,0,0,0,1
4507,1,1,1,1,1,1,1
4508,1,1,0,0,0,1,0
4509,0,0,1,1,1,1,1
4510,1,1,0,1,1,1,1
4511,1,1,1,1,1,1,1
4512,0,0,0,0,1,1,1
4513,1,0,1,0,1,1,0
4514,0,0,1,1,0,0,1
4515,1,0,1,1,1,1,0
4516,1,0,1,1,1,1,1
4517,0,1,0,1,0,0,0
4518,0,0,1,1,1,1,0
4519,1,0,1,1,0,1,1
4520,1,1,1,0,1,1,1
4521,0,0,0,0,1,0,1
4522,1,1,1,1,0,0,1
4523,0,1,1,0,0,1,0
4524,1,0,1,1,1,0,0
4525,1,0,0,0,1,1,1
4526,1,1,0,0,0,0,1
4527,1,1,0,0,0,0,0
4528,1,1,1,0,0,1,1
4529,1,0,1,1,1,1,0
4530,0,1,1,0,1,1,0
4531,1,1,0,0,0,0,0
4532,0,0,0,0,1,0,1
4533,1,1,1,1,1,1,1
4534,1,0,1,1,1,1,0
4535,1,0,1,0,1,1,0
4536,1,1,0,1,0,1,1
4537,0,1,0,0,0,1,0
4538,0,0,1,1,0,0,1
4539,0,1,0,0,1,1,0
4540,1,1,1,0,0,0,0
4541,0,1,0,1,1,1,1
4542,0,0,0,1,1,1,0
4543,0,0,1,0,1,1,1
4544,0,0,1,1,1,0,0
4545,0,0,0,0,0,1,1
4546,1,1,1,1,1,0,0
4547,1,1,1,1,1,0,0
4548,0,1,1,1,1,1,1
4549,0,0,0,0,1,1,0
4550,1,0,0,0,1,0,0
4551,1,1,0,0,0,1,1
4552,0,1,0,0,1,0,1
4553,0,1,0,1,0,0,0
4554,1,1,1,0,0,1,1
4555,1,1,1,0,1,1,1
4556,0,1,0,0,0,1,0
4557,1,0,1,1,0,1,0
4558,0,1,0,1,1,1,1
4559,0,0,0,1,1,1,1
4560,0,0,1,0,0,0,0
4561,1,1,0,0,0,1,0
4562,1,1,1,0,1,0,1
4563,0,0,1,0,0,0,0
4564,1,1,1,0,1,0,0
4565,0,1,0,1,1,0,0
4566,0,0,0,1,1,0,0
4567,0,0,0,0,0,1,1
4568,0,1,1,0,1,0,0
4569,1,0,1,1,0,0,1
4570,0,0,1,1,1,1,0
4571,1,0,1,1,1,1,1
4572,0,0,1,1,0,1,0
4573,0,0,1,1,0,0,1
4574,0,0,0,0,1,1,0
4575,0,0,0,1,1,1,0
4576,1,1,1,1,1,1,1
4577,0,0,0,1,1,0,0
4578,1,1,1,1,1,1,1
4579,0,0,1,1,1,1,1
4580,0,1,1,1,0,0,1
4581,1,1,1,1,1,1,0
4582,1,1,1,0,0,0,0
4583,0,0,0,0,1,0,1
4584,0,1,1,1,0,0,1
4585,1,1,0,1,1,1,0
4586,1,0,0,0,0,0,0
4587,0,1,0,1,0,0,0
4588,0,0,0,1,0,0,1
4589,0,0,1,0,0,0,1
4590,0,1,1,0,1,1,0
4591,1,1,1,1,0,1,1
4592,0,1,0,0,0,0,1
4593,1,0,0,0,1,1,1
4594,0,1,0,1,0,0,0
4595,1,1,0,1,0,1,0
4596,0,1,1,0,1,1,0
4597,1,0,1,1,0,1,1
4598,1,0,0,0,1,1,0
4599,1,0,1,0,0,1,1
4600,1,0,0,0,0,1,0
4601,1,1,1,1,1,1,1
4602,0,0,1,1,1,1,1
4603,0,0,0,1,0,0,0
4604,1,1,0,0,0,0,1
4605,0,1,0,0,1,1,1
4606,1,0,1,1,0,1,1
4607,1,1,0,1,1,1,1
4608,1,0,1,1,1,1,1
4609,1,1,1,1,0,0,1
4610,1,0,0,0,0,0,0
4611,0,1,1,0,0,1,0
4612,0,0,0,1,0,1,0
4613,1,0,0,0,1,0,1
4614,0,0,0,0,0,1,1
4615,1,0,1,1,0,1,0
4616,1,1,0,1,0,0,1
4617,1,1,1,1,1,0,1
4618,0,0,1,1,0,1,1
4619,0,1,1,0,1,0,1
4620,1,0,0,0,1,1,0
4621,1,0,0,0,1,0,0
4622,1,1,1,1,0,1,0
4623,1,1,1,1,1,1,1
4624,1,0,0,0,0,1,0
4625,0,0,1,1,0,0,1
4626,1,1,1,1,0,0,0
4627,1,1,1,1,1,1,1
4628,1,0,0,0,0,0,0
4629,0,0,1,1,0,0,1
4630,1,0,0,1,0,1,1
4631,1,0,1,1,1,1,1
4632,0,1,0,0,1,1,1
4633,1,0,0,0,1,1,0
4634,1,0,1,1,0,1,0
4635,0,0,0,1,0,1,1
4636,0,1,1,1,1,1,1
4637,1,0,0,1,1,1,1
4638,0,0,1,1,0,0,1
4639,1,0,0,1,0,0,0
4640,0,0,1,1,0,1,0
4641,1,1,1,1,0,0,1
4642,0,0,1,0,0,1,0
4643,0,0,1,1,0,0,0
4644,0,0,0,1,0,1,0
4645,1,1,0,0,0,0,1
4646,1,0,0,1,0,1,1
4647,0,1,1,1,1,1,1
4648,1,1,1,1,1,1,1
4649,0,1,1,0,0,0,0
4650,1,1,1,1,1,0,1
4651,0,0,0,0,1,1,1
4652,1,1,1,1,1,1,1
4653,1,0,1,0,0,0,0
4654,1,1,0,0,0,1,1
4655,1,1,0,0,1,0,0
4656,1,0,1,1,1,0,0
4657,0,0,0,0,1,0,1
4658,1,1,0,0,1,1,0
4659,0,0,0,0,1,0,0
4660,1,1,1,1,0,1,0
4661,1,0,0,1,1,1,0
4662,1,1,0,1,1,1,1
4663,1,0,0,1,1,0,1
4664,1,1,1,0,0,0,0
4665,1,1,0,1,1,1,0
4666,1,1,0,0,1,1,0
4667,0,0,1,1,1,0,1
4668,1,1,1,1,1,1,1
4669,0,1,1,1,0,0,0
4670,0,1,0,0,0,1,1
4671,1,1,1,0,0,0,1
4672,1,1,1,0,1,1,0
4673,0,0,1,0,1,1,1
4674,1,1,0,1,0,1,0
4675,0,0,1,1,0,1,0
4676,1,1,1,0,1,1,1
4677,1,1,1,1,1,1,1
4678,0,1,0,1,1,1,1
4679,1,0,1,0,0,1,0
4680,0,0,0,0,1,1,0
4681,1,1,0,1,1,0,1
4682,0,1,1,0,1,1,0
4683,1,0,1,1,0,1,1
4684,0,0,0,0,0,1,0
4685,1,1,1,1,0,1,0
4686,1,0,1,1,1,1,1
4687,1,0,1,1,1,0,1
4688,1,0,1,0,0,1,1
4689,1,0,0,1,1,1,1
4690,0,1,1,1,1,1,0
4691,0,1,1,1,1,1,1
4692,0,1,1,0,0,1,0
4693,0,1,0,0,0,0,0
4694,1,0,0,1,1,1,0
4695,1,0,0,1,0,1,1
4696,1,0,0,0,0,0,0
4697,1,0,0,1,1,1,1
4698,0,1,1,1,1,1,1
4699,0,0,0,1,1,1,0
4700,0,1,1,0,0,1,0
4701,0,1,1,1,0,0,0
4702,0,0,0,1,1,1,0
4703,0,0,0,0,1,0,0
4704,1,0,1,1,0,1,1
4705,1,1,1,0,0,1,1
4706,0,0,1,0,0,0,1
4707,1,1,1,1,1,1,1
4708,0,1,1,0,0,1,0
4709,1,1,1,1,1,1,1
4710,1,1,1,1,0,0,0
4711,0,0,1,0,0,1,1
4712,1,1,1,1,0,1,1
4713,0,0,1,0,0,0,1
4714,1,0,0,0,1,0,1
4715,0,0,1,1,0,1,1
4716,0,0,1,0,0,1,0
4717,0,1,0,0,0,0,0
4718,1,1,1,0,1,1,0
4719,0,1,0,0,0,0,1
4720,0,0,0,0,0,1,1
4721,0,1,0,0,0,0,0
4722,0,0,0,1,0,1,0
4723,0,0,1,0,0,1,1
4724,0,1,1,1,0,1,1
4725,1,1,0,1,0,1,1
4726,1,1,1,1,1,1,0
4727,1,0,0,0,0,0,0
4728,0,0,1,1,0,0,0
4729,1,1,1,1,0,1,1
4730,1,0,0,1,0,1,1
4731,0,1,0,1,1,0,1
4732,1,1,0,1,0,1,0
4733,1,0,0,0,1,0,1
4734,1,0,0,1,1,0,1
4735,0,0,1,0,1,1,0
4736,0,1,0,1,1,0,0
4737,0,1,1,0,0,0,1
4738,1,0,1,1,0,1,1
4739,0,1,0,1,1,1,0
4740,1,0,0,0,0,0,1
4741,1,0,1,0,0,0,1
4742,1,1,1,0,1,0,0
4743,0,0,1,0,0,0,1
4744,1,0,0,0,0,1,1
4745,1,0,1,1,1,0,1
4746,0,1,1,0,1,1,0
4747,0,0,0,1,1,1,0
4748,0,0,0,0,1,1,1
4749,1,1,0,0,1,0,1
4750,1,1,0,1,0,1,0
4751,0,1,0,0,0,0,1
4752,0,0,1,0,0,1,1
4753,1,0,0,0,0,0,0
4754,0,1,1,1,0,1,1
4755,0,0,1,1,1,0,1
4756,1,1,1,1,0,0,1
4757,1,0,1,1,0,0,0
4758,0,1,1,1,1,0,1
4759,0,0,0,0,1,0,1
4760,1,0,1,1,0,1,0
4761,1,0,1,0,1,1,1
4762,1,1,1,1,0,1,1
4763,0,0,1,0,0,1,1
4764,0,1,0,0,0,1,0
4765,0,0,1,0,1,1,1
4766,0,1,1,1,0,1,1
4767,1,0,0,0,1,0,1
4768,1,0,1,1,1,0,1
4769,0,0,0,0,1,0,1
4770,0,1,0,0,0,0,0
4771,1,1,0,1,1,0,0
4772,1,0,0,0,0,0,0
4773,1,1,1,0,1,0,1
4774,0,1,1,0,1,1,0
4775,1,0,0,0,0,0,1
4776,0,1,1,0,0,1,0
4777,1,0,0,0,1,0,0
4778,0,1,1,0,0,0,0
4779,1,0,1,1,0,0,0
4780,1,0,0,0,0,0,1
4781,0,0,0,1,0,0,1
4782,0,1,0,0,0,1,0
4783,0,0,1,0,1,0,0
4784,1,0,0,0,1,1,0
4785,0,0,0,0,1,1,1
4786,1,0,0,0,1,0,1
4787,1,1,1,1,0,0,0
4788,0,0,1,0,1,1,1
4789,0,0,1,0,1,0,1
4790,1,1,0,0,1,0,0
4791,0,1,0,0,1,0,0
4792,0,1,1,1,1,1,0
4793,1,0,0,1,0,1,0
4794,1,0,0,1,1,1,1
4795,0,1,1,0,1,1,1
4796,1,1,0,0,0,0,0
4797,0,1,0,0,0,0,0
4798,1,0,1,0,1,1,0
4799,0,1,0,1,0,0,0
4800,1,1,1,1,0,1,0
4801,0,1,1,1,0,1,1
4802,0,0,0,1,0,1,0
4803,1,0,0,0,1,0,0
4804,0,1,1,0,0,0,0
4805,0,0,1,0,1,0,1
4806,0,0,0,1,1,0,1
4807,1,0,1,1,1,1,1
4808,1,0,0,0,1,1,1
4809,0,0,0,1,0,1,0
4810,0,1,0,0,1,1,0
4811,1,0,1,0,0,0,0
4812,1,0,0,0,1,1,1
4813,1,1,1,1,1,1,0
4814,0,1,0,1,1,1,1
4815,0,0,1,1,1,0,0
4816,0,1,0,1,0,0,0
4817,0,1,0,1,1,0,0
4818,0,1,0,1,1,0,0
4819,1,0,1,1,1,1,1
4820,0,0,1,0,0,0,0
4821,0,1,1,0,0,1,0
4822,0,0,1,1,0,1,0
4823,0,0,0,0,1,0,1
4824,1,0,0,0,1,1,1
4825,0,1,0,0,1,1,1
4826,1,0,1,1,1,1,0
4827,1,1,1,1,1,0,0
4828,0,0,0,1,1,0,0
4829,1,1,1,0,0,0,0
4830,1,0,0,0,1,0,0
4831,0,0,0,1,0,1,1
4832,0,0,1,0,1,0,0
4833,0,0,1,0,1,1,1
4834,0,0,0,0,0,1,1
4835,1,1,1,1,0,1,0
4836,1,0,0,1,0,1,0
4837,0,0,1,0,0,1,1
4838,0,1,0,0,1,1,0
4839,1,0,1,0,0,0,1
4840,1,1,1,1,1,1,1
4841,1,1,0,1,1,0,0
4842,0,1,1,0,1,0,0
4843,0,0,0,1,0,0,1
4844,0,1,0,1,1,0,1
4845,1,1,1,0,1,0,0
4846,1,1,0,0,1,1,1
4847,0,0,0,1,0,1,1
4848,0,0,1,0,0,1,1
4849,0,1,0,0,0,0,1
4850,1,0,0,0,0,0,0
4851,0,1,0,1,0,0,0
4852,1,0,1,1,1,1,0
4853,1,1,0,0,0,1,1
4854,1,0,1,0,0,0,0
4855,0,1,0,1,0,0,1
4856,1,1,1,1,1,1,1
4857,0,1,1,1,1,1,1
4858,1,1,1,1,1,1,0
4859,0,1,0,0,1,0,0
4860,1,0,0,0,0,0,0
4861,0,0,1,0,1,1,0
4862,0,0,1,0,0,1,0
4863,1,1,1,1,0,0,1
4864,1,1,1,1,0,1,0
4865,0,0,0,1,0,1,1
4866,1,0,0,0,1,1,0
4867,0,0,0,0,1,1,0
4868,0,1,0,0,1,0,0
4869,0,0,0,1,1,1,0
4870,0,1,0,1,1,0,0
4871,1,0,0,0,1,1,1
4872,0,1,0,0,1,1,0
4873,0,0,1,0,0,1,1
4874,1,1,1,1,1,0,1
4875,0,1,1,1,1,1,1
4876,0,1,1,1,1,0,0
4877,1,0,1,1,0,1,1
4878,0,0,0,0,1,1,1
4879,1,0,0,0,0,1,0
4880,0,0,0,0,1,1,0
4881,0,1,0,0,1,1,0
4882,0,0,0,0,0,1,1
4883,0,1,0,0,0,1,0
4884,0,1,1,1,0,0,1
4885,1,0,0,0,1,1,0
4886,1,1,1,1,1,1,1
4887,1,1,1,1,1,1,1
4888,0,1,1,0,0,1,1
4889,1,1,0,0,1,0,0
4890,0,1,1,0,0,0,1
4891,0,0,1,1,1,1,1
4892,0,1,1,1,1,1,0
4893,0,1,1,0,1,1,1
4894,1,1,1,1,1,1,1
4895,1,1,0,0,0,0,0
4896,0,0,1,1,0,1,0
4897,0,1,0,1,0,1,1
4898,0,0,1,1,1,0,0
4899,1,1,1,1,1,1,1
4900,1,1,1,1,1,1,0
4901,1,0,1,1,0,1,1
4902,0,1,0,1,1,0,1
4903,0,0,0,1,0,1,0
4904,0,1,0,0,1,1,0
4905,1,0,0,0,0,1,0
4906,1,0,1,0,1,0,0
4907,0,0,0,1,0,0,0
4908,0,0,0,1,1,1,0
4909,0,0,1,0,0,1,0
4910,1,1,1,1,0,0,0
4911,0,0,0,1,1,1,0
4912,0,1,1,1,0,1,0
4913,1,0,0,0,0,0,1
4914,1,0,1,1,1,0,1
4915,1,1,0,1,1,0,0
4916,0,0,1,1,0,1,1
4917,1,0,0,1,1,1,1
4918,0,1,0,1,0,1,1
4919,1,1,1,1,1,1,1
4920,0,0,1,1,0,0,1
4921,0,0,1,1,1,1,0
4922,0,0,1,1,1,1,0
4923,0,0,1,1,0,1,0
4924,1,1,0,0,1,0,0
4925,0,1,0,1,1,1,1
4926,1,0,1,0,0,1,1
4927,1,0,1,0,1,0,0
4928,1,0,1,0,0,1,1
4929,1,0,0,1,0,0,1
4930,1,1,0,1,1,1,1
4931,0,1,1,0,1,0,0
4932,0,1,1,0,0,0,0
4933,0,1,1,0,0,0,0
4934,1,0,0,0,1,0,1
4935,1,1,0,1,0,0,1
4936,0,0,1,1,1,1,0
4937,0,0,0,0,0,1,1
4938,0,1,0,0,0,0,1
4939,1,0,0,0,1,1,0
4940,0,0,0,0,1,0,1
4941,0,1,0,0,0,1,0
4942,1,1,1,1,0,0,0
4943,1,1,1,1,1,1,1
4944,1,0,0,1,1,1,0
4945,1,0,1,0,0,1,0
4946,1,0,0,0,1,1,1
4947,1,0,1,1,0,0,1
4948,0,0,1,0,0,0,1
4949,0,0,1,0,0,1,0
4950,1,0,0,0,1,0,0
4951,1,1,1,1,0,0,0
4952,1,1,0,0,1,0,1
4953,1,0,1,0,1,1,1
4954,1,1,0,1,1,1,1
4955,1,1,0,0,1,1,1
4956,0,1,0,1,1,0,0
4957,0,0,1,0,0,0,1
4958,1,1,1,1,1,1,0
4959,0,0,1,1,1,0,1
4960,1,1,1,1,1,1,0
4961,1,0,1,0,1,0,1
4962,0,1,0,1,1,1,0
4963,0,0,0,1,1,0,1
4964,0,1,1,1,1,1,0
4965,0,0,1,1,1,1,0
4966,1,0,0,0,0,0,1
4967,1,0,1,0,0,0,0
4968,0,1,0,0,1,0,0
4969,1,1,1,1,0,1,0
4970,1,1,1,1,1,1,1
4971,0,0,1,0,1,0,0
4972,1,0,1,1,1,1,1
4973,1,1,1,1,0,1,1
4974,1,1,1,1,1,0,0
4975,0,1,1,1,1,0,1
4976,1,1,1,1,1,1,1
4977,0,1,0,0,0,1,0
4978,0,0,1,0,0,1,0
4979,1,0,1,0,0,1,0
4980,0,0,1,1,1,1,1
4981,1,1,1,0,1,1,1
4982,0,1,1,0,0,1,0
4983,0,0,0,0,0,1,0
4984,1,1,1,1,0,0,0
4985,1,1,1,0,1,0,1
4986,0,1,1,1,1,0,0
4987,1,1,1,1,0,0,1
4988,0,0,0,1,1,1,0
4989,1,0,0,1,0,1,1
4990,0,0,0,0,1,0,1
4991,0,0,0,1,0,1,0
4992,0,0,0,0,1,1,1
4993,1,0,0,0,1,0,1
4994,0,0,0,0,1,0,0
4995,0,0,0,1,1,0,1
4996,0,0,0,0,1,1,0
4997,0,0,0,1,0,0,1
4998,1,1,1,1,1,0,1
4999,0,1,1,0,1,0,1
5000,1,1,1,1,1,0,1
5001,1,1,1,1,1,0,1
5002,0,0,1,0,1,0,0
5003,1,1,1,1,0,0,1
5004,1,1,0,0,0,0,1
5005,0,1,0,0,0,1,0
5006,0,0,0,0,1,0,0
5007,1,0,1,1,1,1,0
5008,1,0,1,1,0,0,1
5009,1,0,1,0,1,0,1
5010,0,0,1,1,0,0,0
5011,0,0,1,0,1,0,1
5012,1,0,0,1,0,1,0
5013,0,1,0,0,0,0,0
5014,0,1,1,1,1,0,0
5015,0,0,0,1,1,1,1
5016,0,1,1,0,1,1,0
5017,0,1,0,1,0,1,0
5018,1,1,0,0,1,1,0
5019,1,0,1,1,0,0,1
5020,1,1,1,1,0,1,1
5021,0,0,1,0,1,0,1
5022,0,0,1,0,0,1,0
5023,1,1,0,0,1,0,1
5024,1,0,0,1,1,0,1
5025,0,0,1,1,0,0,1
5026,1,0,1,0,1,1,0
5027,1,1,1,1,0,1,1
5028,1,0,1,0,0,1,1
5029,0,0,0,0,1,1,0
5030,0,1,0,0,1,0,0
5031,0,1,0,0,0,1,1
5032,1,1,1,1,1,1,1
5033,0,0,0,1,1,1,0
5034,1,1,1,1,0,0,1
5035,0,0,0,0,1,0,1
5036,0,0,0,0,1,0,1
5037,1,1,1,1,1,1,1
5038,1,0,1,0,1,1,0
5039,1,0,1,1,1,0,1
5040,1,1,0,1,0,1,1
5041,0,0,0,1,1,0,0
5042,1,1,1,1,1,1,1
5043,1,0,1,0,1,1,0
5044,0,0,0,0,0,0,1
5045,0,1,0,1,1,0,0
5046,1,0,1,1,0,0,1
5047,0,0,1,0,0,0,1
5048,1,1,1,1,0,1,0
5049,1,1,1,1,1,1,1
5050,1,0,1,0,0,0,0
5051,1,1,1,1,1,1,1
5052,1,1,1,1,0,0,0
5053,1,1,0,1,0,1,0
5054,1,1,1,1,1,1,1
5055,0,1,0,0,1,0,1
5056,0,0,0,0,0,1,1
5057,0,0,1,0,0,1,1
5058,1,0,0,0,1,0,0
5059,1,0,0,1,1,1,0
5060,1,1,1,1,1,1,1
5061,1,1,1,1,0,0,0
5062,0,0,1,1,0,1,0
5063,1,1,1,1,1,1,1
5064,0,0,0,0,0,1,1
5065,0,0,1,0,0,0,1
5066,0,0,0,1,1,0,0
5067,0,1,0,0,0,0,1
5068,0,0,0,0,1,0,1
5069,0,0,0,1,1,0,0
5070,1,1,0,0,1,1,0
5071,0,1,0,0,1,0,1
5072,1,0,1,1,1,1,0
5073,0,1,0,0,0,0,0
5074,0,0,0,1,1,1,1
5075,0,0,1,0,1,1,0
5076,0,0,0,0,0,1,0
5077,1,1,1,1,1,1,1
5078,0,0,1,0,0,0,1
5079,0,1,1,0,1,1,1
5080,0,0,1,0,1,0,1
5081,0,0,0,1,1,0,1
5082,1,0,1,1,1,0,0
5083,1,0,1,0,0,0,0
5084,0,0,0,0,1,0,0
5085,0,1,1,0,1,0,0
5086,1,1,1,1,0,1,1
5087,0,1,0,1,0,1,0
5088,1,1,1,1,1,1,1
5089,0,1,0,1,1,1,1
5090,0,1,0,0,1,1,0
5091,1,1,0,0,0,0,0
5092,1,0,0,0,1,0,1
5093,0,0,1,1,0,0,1
5094,1,1,0,1,1,0,1
5095,1,0,1,1,1,1,0
5096,0,0,0,1,1,1,0
5097,1,1,1,0,0,1,0
5098,1,1,0,1,1,1,0
5099,1,1,1,1,1,1,1
5100,0,1,0,1,0,0,0
5101,1,1,0,1,1,0,1
5102,1,0,1,0,1,1,0
5103,0,0,1,0,0,1,1
5104,0,0,1,1,0,1,1
5105,0,0,0,0,1,1,0
5106,0,0,1,0,0,1,1
5107,1,1,1,0,0,0,0
5108,1,1,0,0,1,0,0
5109,0,1,1,0,1,0,1
5110,0,0,1,0,0,0,1
5111,0,1,1,0,0,0,1
5112,0,1,1,0,1,1,1
5113,0,0,0,0,1,0,0
5114,0,1,1,1,1,0,0
5115,1,0,0,1,0,0,0
5116,0,0,0,0,0,1,0
5117,1,0,0,0,0,0,1
5118,1,1,1,0,1,0,1
5119,1,1,1,1,1,1,1
5120,1,0,0,1,1,1,1
5121,1,1,1,0,0,1,0
5122,0,1,0,0,0,0,1
5123,0,1,1,0,0,1,0
5124,1,0,1,0,0,0,1
5125,1,0,0,0,1,0,1
5126,0,0,1,0,1,1,0
5127,0,0,0,1,1,0,0
5128,1,0,1,0,0,1,0
5129,1,0,1,0,1,1,0
5130,1,1,0,1,1,0,0
5131,0,0,1,0,0,1,0
5132,0,0,0,0,1,0,0
5133,1,0,1,1,0,1,0
5134,1,0,1,1,1,0,0
5135,1,0,1,1,0,1,0
5136,0,0,1,0,1,0,0
5137,1,0,1,1,0,1,1
5138,0,0,1,0,0,1,0
5139,1,0,0,0,1,1,0
5140,1,0,0,0,1,0,1
5141,1,1,1,0,1,1,1
5142,1,1,0,1,1,1,1
5143,0,1,1,1,1,0,0
5144,1,0,1,1,1,1,0
5145,1,1,1,0,1,1,0
5146,0,1,0,1,0,0,1
5147,0,0,0,0,1,0,1
5148,1,1,0,0,1,1,1
5149,0,0,0,0,1,0,1
5150,0,0,1,1,1,1,0
5151,1,1,0,1,0,1,1
5152,1,1,1,1,1,1,1
5153,1,1,0,1,1,1,1
5154,0,1,1,0,0,1,1
5155,1,1,1,1,1,1,1
5156,1,0,1,0,1,0,1
5157,1,1,1,1,1,1,1
5158,0,0,0,0,0,1,1
5159,1,1,1,1,1,1,1
5160,0,0,0,0,1,0,1
5161,1,1,0,1,1,1,0
5162,1,1,1,1,1,1,1
5163,1,1,1,0,0,0,1
5164,1,0,1,0,1,1,0
5165,0,0,0,1,0,0,1
5166,0,1,0,1,1,0,1
5167,1,0,0,1,0,0,0
5168,0,1,0,1,1,0,1
5169,1,0,0,1,0,0,0
5170,1,1,0,0,0,0,0
5171,1,0,0,1,1,0,1
5172,0,1,1,0,0,0,0
5173,1,0,1,0,0,0,0
5174,0,1,0,1,0,0,1
5175,1,0,1,1,1,1,1
5176,1,0,0,0,1,0,0
5177,0,0,1,0,0,0,0
5178,0,0,0,0,1,0,1
5179,0,0,0,0,1,0,0
5180,1,1,1,0,1,1,0
5181,1,1,1,1,1,1,1
5182,0,1,0,0,0,0,1
5183,0,0,0,1,0,0,0
5184,0,1,0,1,0,1,1
5185,0,1,1,0,1,0,1
5186,0,0,0,1,1,0,0
5187,0,1,0,0,0,1,1
5188,0,0,1,0,0,1,1
5189,1,1,1,1,1,1,1
5190,0,1,1,1,0,0,0
5191,0,0,1,0,0,0,1
5192,0,0,1,0,0,0,1
5193,0,1,0,1,1,0,1
5194,1,0,0,0,0,1,0
5195,0,0,1,0,1,1,0
5196,0,1,0,0,0,0,1
5197,0,0,1,0,0,1,0
5198,0,0,0,0,0,1,0
5199,1,1,1,1,1,1,1
5200,0,0,0,0,1,1,1
5201,0,0,0,0,1,0,0
5202,0,0,0,0,1,1,0
5203,1,0,1,1,1,1,1
5204,0,0,1,0,1,1,1
5205,1,1,0,1,0,1,0
5206,1,1,1,1,1,1,1
5207,0,0,0,0,1,0,0
